PWSID,PWS_Name,Counties Served,Primacy_agency,Suspect LPA?,TYPE_consolidated_2018_original,Draft_inst_update_source,Draft_inst_update,Final_inst_update,Inst_Subtype,Notes,Notes last updated,Weird case?,,,,,,,,,,,,,,
CA3610012,"CHINO, CITY OF",San Bernardino,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA3610013,"LOMA LINDA, CITY OF",San Bernardino,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA3610014,"COLTON, CITY OF",San Bernardino,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA3610022,DWP - FAWNSKIN,San Bernardino,SWRCB,NO,City,Original,City,City,,City of big bear,1/27/2023,,,,,,,,,,,,,,,
CA3610024,HESPERIA WD,San Bernardino,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA3610032,"NEEDLES, CITY OF",San Bernardino,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA3610034,ONTARIO MUNICIPAL UTILITIES COMPANY,San Bernardino,SWRCB,NO,City,Consolidations,City,City,,,,,,,,,,,,,,,,,,
CA3610036,"CHINO HILLS, CITY OF",San Bernardino,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA3610037,REDLANDS CITY MUD-WATER DIV,San Bernardino,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA3610038,"RIALTO, CITY OF",San Bernardino,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA3610039,SAN BERNARDINO CITY,San Bernardino,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA3610044,BIG BEAR LAKE DWP - BIG BEAR SYSTEM,San Bernardino,SWRCB,NO,City,Consolidations,City,City,,,,,,,,,,,,,,,,,,
CA3610050,"UPLAND, CITY OF",San Bernardino,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA3610052,VICTORVILLE WATER DISTRICT,San Bernardino,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA3710004,"DEL MAR, CITY OF",San Diego,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA3710006,"ESCONDIDO, CITY OF",San Diego,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA3710014,"OCEANSIDE, CITY OF",San Diego,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA3710015,"POWAY, CITY OF",San Diego,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA3710020,"SAN DIEGO, CITY OF",San Diego,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA3710021,SAN DIEGUITO WD,San Diego,SWRCB,,City,Original,City,City,,"In 1922, the San Dieguito Irrigation District was formed under the California Irrigation District Act to provide water service to the area. Now known as San Dieguito Water District, is a public agency providing water and recycled water services within the communities of Old Encinitas, Leucadia, Cardiff, and portions of New Encinitas. The San Dieguito Water District is a member agency to San Diego County Water Authority. In 1986, the unincorporated communities in the region incorporated as the City of Encinitas. San Dieguito Water District is a subsidiary of the City of Encinitas",1/27/2023,,,,,,,,,,,,,,,
CA3810001,SAN FRANCISCO REGIONAL WATER SYSTEM,San Francisco,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA3810003,HHW&P MOCCASIN COMPOUND-SFPUC,San Francisco,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA3810011,SFPUC CITY DISTRIBUTION DIVISION,San Francisco,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA3810702,TREASURE ISLAND,San Francisco,SWRCB,,Federal,Original,Federal,City,,"SFPUC water system, previously miscoded",2/16/2023,,,,,,,,,,,,,,,
CA3910003,"ESCALON, CITY OF",San Joaquin,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA3910004,"LODI, CITY OF",San Joaquin,SWRCB,NO,City,Consolidations,City,City,,,,,,,,,,,,,,,,,,
CA3910005,"MANTECA, CITY OF",San Joaquin,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA3910007,"RIPON, CITY OF",San Joaquin,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA3910011,"TRACY, CITY OF",San Joaquin,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA3910012,CITY OF STOCKTON,San Joaquin,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA3910015,CITY OF LATHROP,San Joaquin,SWRCB,NO,City,Consolidations,City,City,,,,,,,,,,,,,,,,,,
CA4010001,"ARROYO GRANDE, WATER DEPARTMENT",San Luis Obispo,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4010004,GROVER BEACH WATER DEPARTMENT,San Luis Obispo,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4010007,PASO ROBLES WATER DEPARTMENT,San Luis Obispo,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4010008,PISMO BEACH WATER DEPARTMENT,San Luis Obispo,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4010009,SAN LUIS OBISPO WATER DEPARTMENT,San Luis Obispo,SWRCB,NO,City,Consolidations,City,City,,,,,,,,,,,,,,,,,,
CA4010011,MORRO BAY PW DEPT - WATER DIVISION,San Luis Obispo,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4110002,CITY OF BRISBANE,San Mateo,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4110003,CITY OF BURLINGAME,San Mateo,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4110013,CITY OF DALY CITY,San Mateo,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4110016,TOWN OF HILLSBOROUGH,San Mateo,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4110017,MENLO PARK MUNICIPAL WATER,San Mateo,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4110018,CITY OF MILLBRAE,San Mateo,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4110022,CITY OF REDWOOD CITY,San Mateo,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4110023,CITY OF SAN BRUNO,San Mateo,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4110024,CITY OF EAST PALO ALTO,San Mateo,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4210003,GUADALUPE WATER DEPARTMENT,Santa Barbara,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4210006,LOMPOC-CITY WATER UTILITY DIV,Santa Barbara,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4210010,CITY OF SANTA BARBARA WATER DEPARTMENT,Santa Barbara,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4210011,SANTA MARIA WATER DEPARTMENT,Santa Barbara,SWRCB,NO,City,Consolidations,City,City,,,,,,,,,,,,,,,,,,
CA4210013,SOLVANG WATER DIVISION,Santa Barbara,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4210018,BUELLTON WATER DEPARTMENT,Santa Barbara,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4310004,CITY OF GILROY,Santa Clara,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4310005,CITY OF MILPITAS,Santa Clara,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4310006,CITY OF MORGAN HILL,Santa Clara,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4310007,CITY OF MOUNTAIN VIEW,Santa Clara,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4310009,CITY OF PALO ALTO,Santa Clara,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4310012,CITY OF SANTA CLARA,Santa Clara,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4310014,CITY OF SUNNYVALE,Santa Clara,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4310018,CITY OF CUPERTINO,Santa Clara,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4310019,CITY OF SAN JOSE - NSJ/ALVISO,Santa Clara,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4310020,CITY OF SAN JOSE - EVG/EDV/COY,Santa Clara,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4410010,SANTA CRUZ WATER DEPARTMENT,Santa Cruz,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4410011,"WATSONVILLE, CITY OF",Santa Cruz,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4510001,CITY OF ANDERSON,Shasta,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4510005,CITY OF REDDING,Shasta,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4510006,CITY OF SHASTA LAKE,Shasta,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4610001,CITY OF LOYALTON,Sierra,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4710001,"DORRIS, CITY OF",Siskiyou,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4710002,"DUNSMUIR, CITY OF",Siskiyou,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4710003,"FORT JONES, TOWN OF",Siskiyou,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4710004,"ETNA, CITY OF",Siskiyou,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4710007,"MONTAGUE, CITY OF",Siskiyou,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4710008,"MT. SHASTA, CITY OF",Siskiyou,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4710009,"WEED, CITY OF",Siskiyou,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4710010,"TULELAKE, CITY OF",Siskiyou,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4710011,"YREKA, CITY OF",Siskiyou,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4810001,CITY OF BENICIA,Solano,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4810003,CITY OF FAIRFIELD,Solano,SWRCB,,City,Consolidations,City,City,,,,,,,,,,,,,,,,,,
CA4810004,CITY OF RIO VISTA,Solano,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4810007,CITY OF VALLEJO,Solano,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4810008,CITY OF VACAVILLE,Solano,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4810009,CITY OF DIXON,Solano,SWRCB,,City,Consolidations,City,City,,,,,,,,,,,,,,,,,,
CA4810015,TRAVIS AFB WTP - VALLEJO,Solano,SWRCB,,City,Original,City,City,,"CIty of vallejo, I think this maybe wholesale and they sell to cal am which now operates the base's water system",,,,,,,,,,,,,,,,
CA4810021,CITY OF VALLEJO-LAKES SYSTEM,Solano,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4910002,"CLOVERDALE, CITY OF",Sonoma,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4910005,"HEALDSBURG, CITY OF",Sonoma,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4910006,"PETALUMA, CITY OF",Sonoma,SWRCB,,City,Consolidations,City,City,,,,,,,,,,,,,,,,,,
CA4910009,"SANTA ROSA, CITY OF",Sonoma,SWRCB,,City,Consolidations,City,City,,,,,,,,,,,,,,,,,,
CA4910011,"SEBASTOPOL, CITY OF",Sonoma,SWRCB,,City,Consolidations,City,City,,,,,,,,,,,,,,,,,,
CA4910012,"SONOMA, CITY OF",Sonoma,SWRCB,,City,Consolidations,City,City,,,,,,,,,,,,,,,,,,
CA4910014,"ROHNERT PARK, CITY OF",Sonoma,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4910016,"COTATI, CITY OF",Sonoma,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA4910017,"WINDSOR, TOWN OF",Sonoma,SWRCB,,City,Consolidations,City,City,,,,,,,,,,,,,,,,,,
CA5010005,CITY OF MODESTO - SALIDA,Stanislaus,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA5010006,CITY OF WATERFORD,Stanislaus,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA5010008,"HUGHSON, CITY OF",Stanislaus,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA5010010,"MODESTO, CITY OF",Stanislaus,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA5010013,CITY OF NEWMAN-WATER DEPARTMENT,Stanislaus,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA5010014,"OAKDALE, CITY OF",Stanislaus,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA5010017,"PATTERSON, CITY OF",Stanislaus,SWRCB,NO,City,Consolidations,City,City,,,,,,,,,,,,,,,,,,
CA5010018,"RIVERBANK, CITY OF",Stanislaus,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA5010019,"TURLOCK, CITY OF",Stanislaus,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA5010023,CITY OF MODESTO - SOUTH TURLOCK,Stanislaus,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA5010028,"CERES, CITY OF",Stanislaus,SWRCB,NO,City,Consolidations,City,City,,,,,,,,,,,,,,,,,,
CA5010029,CITY OF MODESTO - DEL RIO,Stanislaus,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA5010031,CITY OF MODESTO - WALNUT MANOR,Stanislaus,SWRCB,NO,City,Original,City,City,,"51 Metered SC and 2 unmetered, Residential pop of 175",,,,,,,,,,,,,,,,
CA5010033,CITY OF MODESTO - GRAYSON,Stanislaus,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA5010034,CITY OF MODESTO - NORTH TURLOCK,Stanislaus,SWRCB,NO,City,Original,City,City,,"44 metered SC and 0 unmetered, Federal SC # is off",,,,,,,,,,,,,,,,
CA5010035,CITY OF MODESTO - CENTRAL TURLOCK,Stanislaus,SWRCB,NO,City,Original,City,City,,"36 metered SC and 0 unmetered, Federal SC # is off",,,,,,,,,,,,,,,,
CA5010042,WATERFORD-RIVER POINTE,Stanislaus,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA5110001,CITY OF LIVE OAK,Sutter,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA5110002,CITY OF YUBA CITY,Sutter,SWRCB,,City,Consolidations,City,City,,,,,,,,,,,,,,,,,,
CA5200504,CITY OF TEHAMA,Tehama,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA5210001,CITY OF CORNING,Tehama,SWRCB,NO,City,Consolidations,City,City,,,,,,,,,,,,,,,,,,
CA5210004,CITY OF RED BLUFF,Tehama,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA5410002,"DINUBA, CITY OF",Tulare,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA5410003,"EXETER, CITY OF",Tulare,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA5410004,"FARMERSVILLE, CITY OF",Tulare,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA5410006,"LINDSAY, CITY OF",Tulare,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA5410010,"PORTERVILLE, CITY OF",Tulare,SWRCB,,City,Consolidations,City,City,,,,,,,,,,,,,,,,,,
CA5410015,"TULARE, CITY OF",Tulare,SWRCB,,City,Consolidations,City,City,,,,,,,,,,,,,,,,,,
CA5410020,"WOODLAKE, CITY OF",Tulare,SWRCB,,City,Consolidations,City,City,,,,,,,,,,,,,,,,,,
CA5410048,PORTERVILLE-JONES CORNER,Tulare,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA5610002,FILLMORE WATER DEPT,Ventura,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA5610007,OXNARD WATER DEPT,Ventura,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA5610009,PORT HUENEME WATER DEPT,Ventura,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA5610011,CITY OF SANTA PAULA,Ventura,SWRCB,,City,Consolidations,City,City,,,,,,,,,,,,,,,,,,
CA5610017,VENTURA WATER DEPARTMENT,Ventura,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA5610019,CAMARILLO WATER DEPT,Ventura,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA5610020,THOUSAND OAKS WATER DEPT,Ventura,SWRCB,,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA5710001,CITY OF DAVIS,Yolo,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA5710003,CITY OF WEST SACRAMENTO,Yolo,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA5710005,CITY OF WINTERS,Yolo,SWRCB,NO,City,Consolidations,City,City,,,,,,,,,,,,,,,,,,
CA5710006,CITY OF WOODLAND,Yolo,SWRCB,NO,City,Consolidations,City,City,,,,,,,,,,,,,,,,,,
CA5810004,CITY OF WHEATLAND,Yuba,SWRCB,NO,City,Original,City,City,,,,,,,,,,,,,,,,,,
CA0110009,DUBLIN SAN RAMON SERVICES DISTRICT,Alameda,SWRCB,,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA0300016,VOLCANO COMMUNITY SERVICE DIST,Amador,SWRCB,,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA0300019,FIDDLETOWN COMMUNITY SERVICE,Amador,SWRCB,,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA0310005,PINE GROVE COMM SERV DIST,Amador,SWRCB,,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA0400016,BERRY CREEK COMMUNITY SERVICE DIST,Butte,LPA34,,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA2600501,BIRCHIM COMMUNITY SERVICE DISTRICT,Mono,SWRCB,Mono-LPA,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA2700771,SPRINGFIELD WATER COMPANY,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Community Services District,,The administrative contact is for Pajaro/Sunny Mesa Community Services District (PSMCSD) water system - The District is a public agency governed by a five (5) member Board of Directors that serves without compensation. PSMCD lists as a system they own and operate (source http://pajarosunnymesa.com/index.php?page=water),3/1/2023,,,,,,,,,,,,,,,
CA2700787,VEGA RD WS #01,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Community Services District,,The administrative contact is for Pajaro/Sunny Mesa Community Services District (PSMCSD) water system - The District is a public agency governed by a five (5) member Board of Directors that serves without compensation. PSMCD lists as a system they own and operate (source http://pajarosunnymesa.com/index.php?page=water),3/1/2023,,,,,,,,,,,,,,,
CA2701515,MOSS LANDING HARBOR WS,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Community Services District,,The administrative contact is for Pajaro/Sunny Mesa Community Services District (PSMCSD) water system - The District is a public agency governed by a five (5) member Board of Directors that serves without compensation. PSMCD lists as a system they own and operate (source http://pajarosunnymesa.com/index.php?page=water),3/1/2023,,,,,,,,,,,,,,,
CA2701670,LANGLEY/VALLE PACIFICO WS,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Community Services District,,The administrative contact is for Pajaro/Sunny Mesa Community Services District (PSMCSD) water system - The District is a public agency governed by a five (5) member Board of Directors that serves without compensation. PSMCD lists as a system they own and operate (source http://pajarosunnymesa.com/index.php?page=water),3/1/2023,,,,,,,,,,,,,,,
CA2702007,VIERRA ESTATES WS,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Community Services District,,The administrative contact is for Pajaro/Sunny Mesa Community Services District (PSMCSD) water system - The District is a public agency governed by a five (5) member Board of Directors that serves without compensation. PSMCD lists as a system they own and operate (source http://pajarosunnymesa.com/index.php?page=water),3/1/2023,,,,,,,,,,,,,,,
CA2702094,BLACKIE RD WS #18,Monterey,SWRCB,Monterey-LPA,Private,Original,Private,Community Services District,,The administrative contact is for Pajaro/Sunny Mesa Community Services District (PSMCSD) water system - The District is a public agency governed by a five (5) member Board of Directors that serves without compensation. PSMCD lists as a system they own and operate (source http://pajarosunnymesa.com/index.php?page=water),3/1/2023,,,,,,,,,,,,,,,
CA3100011,AUBURN VALLEY COMMUNITY SERVICE DIS,Placer,SWRCB,Placer-LPA,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA3100038,HEATHER GLEN COMMUNITY SERVICE DIST,Placer,SWRCB,Placer-LPA,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA3200078,FRCCSD OLD MILL RANCH,Plumas,SWRCB,Plumas-LPA,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA3200107,GRIZZLY LAKE CSD-CROCKER/WELCH,Plumas,SWRCB,Plumas-LPA,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA3200155,FRCCSD HOT SPRINGS,Plumas,SWRCB,Plumas-LPA,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA3200188,GREENHORN CREEK CSD,Plumas,SWRCB,Plumas-LPA,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA3200510,IVCSD CRESCENT MILLS,Plumas,SWRCB,Plumas-LPA,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA3205003,GOLD MOUNTAIN CSD,Plumas,SWRCB,Plumas-LPA,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA3205006,GRIZZLY RANCH CSD,Plumas,SWRCB,Plumas-LPA,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA3600022,BAKER COMMUNITY SERVICES DISTRICT,San Bernardino,SWRCB,San Bernardino-LPA,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA3600086,DAGGETT COMM SVCS DIST,San Bernardino,SWRCB,San Bernardino-LPA,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA3600087,DEER LODGE WATER SYSTEM,San Bernardino,SWRCB,San Bernardino-LPA,CSD,Original,CSD,Community Services District,,Owned and oeprated by lake arrowhead CSD,1/31/2023,,,,,,,,,,,,,,,
CA4200870,CASMALIA COMMUNITY SERVICES DISTRICT,Santa Barbara,SWRCB,Santa Barbara-LPA,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA5000005,CROWS LANDING COMM SVC DISTRICT,Stanislaus,SWRCB,Stanislaus-LPA,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA0710009,TOWN OF DISCOVERY BAY,Contra Costa,SWRCB,NO,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA5000008,KNIGHTS FERRY COMM. SVC. DIST.,Stanislaus,SWRCB,Stanislaus-LPA,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA5000019,RIVERDALE PARK TRACT CSD,Stanislaus,SWRCB,Stanislaus-LPA,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA0800526,REDWOOD PARK C.S.D.,Del Norte,SWRCB,,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA0800532,BIG ROCK C.S.D.,Del Norte,SWRCB,,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA0800548,KLAMATH C.S.D.,Del Norte,SWRCB,,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA0800555,GASQUET C.S.D.,Del Norte,SWRCB,,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA0800556,HRC C.S.D.,Del Norte,SWRCB,,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA0800557,HUNTER VALLEY CSD,Del Norte,SWRCB,,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA0810002,SMITH RIVER C.S.D.,Del Norte,SWRCB,,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA0810003,BERTSCH OCEAN VIEW CSD,Del Norte,SWRCB,,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA0910006,GRIZZLY FLATS COMMUNITY SERVIC,El Dorado,SWRCB,NO,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA1000005,BIG CREEK COMMUNITY SERV DIST,Fresno,SWRCB,,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA1000053,LANARE COMMUNITY SERVICES DIST,Fresno,SWRCB,,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA1010020,LATON COMMUNITY SERVICES DISTRICT,Fresno,SWRCB,,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA1010035,DEL REY COMMUNITY SERV DIST,Fresno,SWRCB,,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA1010039,CARUTHERS COMM SERV DIST,Fresno,SWRCB,,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA1010049,BIOLA COMMUNITY SERVICES DIST,Fresno,SWRCB,,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA1010052,SIERRA CEDARS CSD,Fresno,SWRCB,,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA1100203,ARTOIS COMMUNITY S.D.,Glenn,SWRCB,,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA1100616,ELK CREEK COMMUNITY S.D.,Glenn,SWRCB,,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA1100711,BUTTE CITY COMMUNITY S.D.,Glenn,SWRCB,,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA1200518,RIVERSIDE CSD,Humboldt,SWRCB,,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA1200541,PHILLIPSVILLE C.S.D.,Humboldt,SWRCB,,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA1200553,WEOTT C.S.D.,Humboldt,SWRCB,,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA1200587,BRICELAND C.S.D.,Humboldt,SWRCB,,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA1200592,BIG LAGOON CSD,Humboldt,SWRCB,,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA1200701,ORICK C.S.D.,Humboldt,SWRCB,,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA1200707,MIRANDA C.S.D.,Humboldt,SWRCB,,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
CA1200729,ORLEANS C.S.D.,Humboldt,SWRCB,,CSD,Original,CSD,Community Services District,,,,,,,,,,,,,,,,,,
